<>f__AnonymousType3`18;<>f__AnonymousType3`18.codigo;<>f__AnonymousType3`18.nombre;<>f__AnonymousType3`18.descripcion;<>f__AnonymousType3`18.categoria_id;<>f__AnonymousType3`18.categoria_nombre;<>f__AnonymousType3`18.precio;<>f__AnonymousType3`18.stock;<>f__AnonymousType3`18.activo;<>f__AnonymousType3`18.visible_catalogo;<>f__AnonymousType3`18.grupo1;<>f__AnonymousType3`18.grupo2;<>f__AnonymousType3`18.grupo3;<>f__AnonymousType3`18.fecha_alta;<>f__AnonymousType3`18.fecha_modi;<>f__AnonymousType3`18.codigo_ubicacion;<>f__AnonymousType3`18.listas_precios;<>f__AnonymousType3`18.porcentaje;<>f__AnonymousType3`18.stocks_por_empresa
"{ codigo = 07189, nombre = MINI ALF CACHAFAZ x6u ESTUCHE, descripcion = MINI ALF CACHAFAZ x6u ESTUCHE, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07189;"MINI ALF CACHAFAZ x6u ESTUCHE";"MINI ALF CACHAFAZ x6u ESTUCHE";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 4389,61, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 4740,77, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07190, nombre = CACHAFAZ MARROC x6u, descripcion = CACHAFAZ MARROC x6u, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07190;"CACHAFAZ MARROC x6u";"CACHAFAZ MARROC x6u";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 3160,27, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 3413,10, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07191, nombre = XTREME 12x25g TROPICAL, descripcion = XTREME 12x25g TROPICAL, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07191;"XTREME 12x25g TROPICAL";"XTREME 12x25g TROPICAL";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 4169,39, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 4502,94, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 59 }]"
"{ codigo = 07192, nombre = CHICLE OPEN TENNIS DISPLAY x30u, descripcion = CHICLE OPEN TENNIS DISPLAY x30u, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07192;"CHICLE OPEN TENNIS DISPLAY x30u";"CHICLE OPEN TENNIS DISPLAY x30u";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1975,15, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2133,16, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07193, nombre = XTREME 12x25g RAINBOW, descripcion = XTREME 12x25g RAINBOW, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07193;"XTREME 12x25g RAINBOW";"XTREME 12x25g RAINBOW";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 4169,35, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 4502,90, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 65 }]"
"{ codigo = 07194, nombre = CACHAFAZ MARROC x12u, descripcion = CACHAFAZ MARROC x12u, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07194;"CACHAFAZ MARROC x12u";"CACHAFAZ MARROC x12u";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 6320,55, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 6826,19, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07195, nombre = ALF. VIMAR TRIPLE BLANCO xU, descripcion = ALF. VIMAR TRIPLE BLANCO xU, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07195;"ALF. VIMAR TRIPLE BLANCO xU";"ALF. VIMAR TRIPLE BLANCO xU";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 261,26, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 282,16, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 206 }]"
"{ codigo = 07196, nombre = KROOMY CHOCOLATE x24u GAM, descripcion = KROOMY CHOCOLATE x24u GAM, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07196;"KROOMY CHOCOLATE x24u GAM";"KROOMY CHOCOLATE x24u GAM";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2191,24, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2366,53, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 71 }]"
"{ codigo = 07197, nombre = POTE MY FOOTBALL x100u GAM, descripcion = POTE MY FOOTBALL x100u GAM, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07197;"POTE MY FOOTBALL x100u GAM";"POTE MY FOOTBALL x100u GAM";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1618,09, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1747,53, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07199, nombre = XTREME 12x25g BERRY, descripcion = XTREME 12x25g BERRY, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07199;"XTREME 12x25g BERRY";"XTREME 12x25g BERRY";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 4169,35, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 4502,90, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 80 }]"
"{ codigo = 07201, nombre = ALF GUAYMALLEN PLATINO, descripcion = ALF GUAYMALLEN PLATINO, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07201;"ALF GUAYMALLEN PLATINO";"ALF GUAYMALLEN PLATINO";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 491,97, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 531,33, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07202, nombre = MARSHMALLOWS x30u TWIST DISPLAY, descripcion = MARSHMALLOWS x30u TWIST DISPLAY, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07202;"MARSHMALLOWS x30u TWIST DISPLAY";"MARSHMALLOWS x30u TWIST DISPLAY";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 4539,60, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 4902,77, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 51 }]"
"{ codigo = 07203, nombre = CHICLE OPEN CANDY TUTTI x100u FIERITA, descripcion = CHICLE OPEN CANDY TUTTI x100u FIERITA, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07203;"CHICLE OPEN CANDY TUTTI x100u FIERITA";"CHICLE OPEN CANDY TUTTI x100u FIERITA";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2051,06, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2215,14, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 3 }]"
"{ codigo = 07206, nombre = ALF TRASSENS CHOC x65g, descripcion = ALF TRASSENS CHOC x65g, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07206;"ALF TRASSENS CHOC x65g";"ALF TRASSENS CHOC x65g";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 510,76, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 551,62, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 812 }]"
"{ codigo = 07208, nombre = HARIBO x160g WORMS, descripcion = HARIBO x160g WORMS, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07208;"HARIBO x160g WORMS";"HARIBO x160g WORMS";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2846,57, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 3074,29, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 1 }]"
"{ codigo = 07209, nombre = PRINGLES GRANDE CEBOLLA x109g, descripcion = PRINGLES GRANDE CEBOLLA x109g, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07209;"PRINGLES GRANDE CEBOLLA x109g";"PRINGLES GRANDE CEBOLLA x109g";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2225,51, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2403,55, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 866 }]"
"{ codigo = 07210, nombre = PRINGLES GRANDE CHEDDAR & BACON x105g, descripcion = PRINGLES GRANDE CHEDDAR & BACON x105g, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07210;"PRINGLES GRANDE CHEDDAR & BACON x105g";"PRINGLES GRANDE CHEDDAR & BACON x105g";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2225,51, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2403,55, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 257 }]"
"{ codigo = 07211, nombre = PRINGLES GRANDE QUESO x109g, descripcion = PRINGLES GRANDE QUESO x109g, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07211;"PRINGLES GRANDE QUESO x109g";"PRINGLES GRANDE QUESO x109g";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2225,51, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2403,55, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 680 }]"
"{ codigo = 07212, nombre = PRINGLES GRANDE ORIGINAL x104g, descripcion = PRINGLES GRANDE ORIGINAL x104g, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07212;"PRINGLES GRANDE ORIGINAL x104g";"PRINGLES GRANDE ORIGINAL x104g";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2225,51, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2403,55, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 967 }]"
"{ codigo = 07213, nombre = SPORT POP xU, descripcion = SPORT POP xU, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07213;"SPORT POP xU";"SPORT POP xU";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1261,82, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1362,76, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 42 }]"
"{ codigo = 07216, nombre = BARRA INTEGRA CACAO/CHOC x41gr, descripcion = BARRA INTEGRA CACAO/CHOC x41gr, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07216;"BARRA INTEGRA CACAO/CHOC x41gr";"BARRA INTEGRA CACAO/CHOC x41gr";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 763,53, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 824,61, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 49 }]"
"{ codigo = 07217, nombre = HARIBO x80g WORMS, descripcion = HARIBO x80g WORMS, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07217;"HARIBO x80g WORMS";"HARIBO x80g WORMS";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1856,92, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2005,47, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 8 }]"
"{ codigo = 07219, nombre = EMOTI POP xU, descripcion = EMOTI POP xU, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07219;"EMOTI POP xU";"EMOTI POP xU";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1248,58, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1348,47, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 220 }]"
"{ codigo = 07222, nombre = ARTICULOS FRACCIONADOS X U., descripcion = ARTICULOS FRACCIONADOS X U., categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07222;"ARTICULOS FRACCIONADOS X U.";"ARTICULOS FRACCIONADOS X U.";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1,13, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1,24, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07225, nombre = CHUP MASTIC CREMOSITO x50u, descripcion = CHUP MASTIC CREMOSITO x50u, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07225;"CHUP MASTIC CREMOSITO x50u";"CHUP MASTIC CREMOSITO x50u";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 3374,12, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 3633,67, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 46 }]"
"{ codigo = 07226, nombre = POTE CHICLE EMOTIBOLA x975g GAM, descripcion = POTE CHICLE EMOTIBOLA x975g GAM, categoria_id = , categoria_nombre = , precio = 0, stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07226;"POTE CHICLE EMOTIBOLA x975g GAM";"POTE CHICLE EMOTIBOLA x975g GAM";"";"";0;0;True;True;"";7;"";2025-08-15;2025-08-15;"";[];"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07227, nombre = PRINGLES x37g ORIGINAL, descripcion = PRINGLES x37g ORIGINAL, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07227;"PRINGLES x37g ORIGINAL";"PRINGLES x37g ORIGINAL";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1080,31, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1166,74, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 575 }]"
"{ codigo = 07228, nombre = PRINGLES x39g CEBOLLA, descripcion = PRINGLES x39g CEBOLLA, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07228;"PRINGLES x39g CEBOLLA";"PRINGLES x39g CEBOLLA";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1080,31, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1166,74, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 561 }]"
"{ codigo = 07232, nombre = GALL. PITUSAS x140g JALEA, descripcion = GALL. PITUSAS x140g JALEA, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07232;"GALL. PITUSAS x140g JALEA";"GALL. PITUSAS x140g JALEA";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 610,86, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 659,73, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 900 }]"
"{ codigo = 07236, nombre = TEMBLEKE PRINCESS x6u C/STICKERS, descripcion = TEMBLEKE PRINCESS x6u C/STICKERS, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07236;"TEMBLEKE PRINCESS x6u C/STICKERS";"TEMBLEKE PRINCESS x6u C/STICKERS";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 604,61, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 652,98, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 158 }]"
"{ codigo = 07237, nombre = TEMBLEKE ASKIRATA xU, descripcion = TEMBLEKE ASKIRATA xU, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07237;"TEMBLEKE ASKIRATA xU";"TEMBLEKE ASKIRATA xU";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 467,58, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 504,99, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 54 }]"
"{ codigo = 07239, nombre = TEMBLEKE EMOTICONES x6u, descripcion = TEMBLEKE EMOTICONES x6u, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07239;"TEMBLEKE EMOTICONES x6u";"TEMBLEKE EMOTICONES x6u";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 674,14, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 728,07, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 50 }]"
