<>f__AnonymousType3`18;<>f__AnonymousType3`18.codigo;<>f__AnonymousType3`18.nombre;<>f__AnonymousType3`18.descripcion;<>f__AnonymousType3`18.categoria_id;<>f__AnonymousType3`18.categoria_nombre;<>f__AnonymousType3`18.precio;<>f__AnonymousType3`18.stock;<>f__AnonymousType3`18.activo;<>f__AnonymousType3`18.visible_catalogo;<>f__AnonymousType3`18.grupo1;<>f__AnonymousType3`18.grupo2;<>f__AnonymousType3`18.grupo3;<>f__AnonymousType3`18.fecha_alta;<>f__AnonymousType3`18.fecha_modi;<>f__AnonymousType3`18.codigo_ubicacion;<>f__AnonymousType3`18.listas_precios;<>f__AnonymousType3`18.porcentaje;<>f__AnonymousType3`18.stocks_por_empresa
"{ codigo = 07526, nombre = CUBANITO ARCHOK AVELLANAS x12u, descripcion = CUBANITO ARCHOK AVELLANAS x12u, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07526;"CUBANITO ARCHOK AVELLANAS x12u";"CUBANITO ARCHOK AVELLANAS x12u";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 6577,14, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 6908,43, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 9 }]"
"{ codigo = 07529, nombre = PEZ PEPPA PIG xU, descripcion = PEZ PEPPA PIG xU, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07529;"PEZ PEPPA PIG xU";"PEZ PEPPA PIG xU";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2774,04, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2995,97, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 19 }]"
"{ codigo = 07532, nombre = CHICLE TNT SURTIDO x40u CAJA, descripcion = CHICLE TNT SURTIDO x40u CAJA, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07532;"CHICLE TNT SURTIDO x40u CAJA";"CHICLE TNT SURTIDO x40u CAJA";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1638,77, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1769,85, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 344 }]"
"{ codigo = 07533, nombre = BOMBON HAMLET ""OFERTA"" x10u, descripcion = BOMBON HAMLET ""OFERTA"" x10u, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 9, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07533;"BOMBON HAMLET ""OFERTA"" x10u";"BOMBON HAMLET ""OFERTA"" x10u";"";"";"";0;True;True;"";9;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1652,89, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1652,89, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 1 }]"
"{ codigo = 07536, nombre = GALL. BAY BISCUIT x142g CLASICA, descripcion = GALL. BAY BISCUIT x142g CLASICA, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07536;"GALL. BAY BISCUIT x142g CLASICA";"GALL. BAY BISCUIT x142g CLASICA";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 744,93, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 804,53, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07537, nombre = GALL.BAY BISCUIT x144g C/CHIPS, descripcion = GALL.BAY BISCUIT x144g C/CHIPS, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07537;"GALL.BAY BISCUIT x144g C/CHIPS";"GALL.BAY BISCUIT x144g C/CHIPS";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 893,89, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 965,40, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07540, nombre = BON O BON LECHE OFERTA 10.U, descripcion = BON O BON LECHE OFERTA 10.U, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07540;"BON O BON LECHE OFERTA 10.U";"BON O BON LECHE OFERTA 10.U";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 991,74, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 991,74, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07541, nombre = BUFFYS STICK MALLOW FRUTAL x32u, descripcion = BUFFYS STICK MALLOW FRUTAL x32u, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07541;"BUFFYS STICK MALLOW FRUTAL x32u";"BUFFYS STICK MALLOW FRUTAL x32u";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 3781,61, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 4084,13, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07542, nombre = PASTILLAS FREEGELLS x12u CEREZA, descripcion = PASTILLAS FREEGELLS x12u CEREZA, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07542;"PASTILLAS FREEGELLS x12u CEREZA";"PASTILLAS FREEGELLS x12u CEREZA";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1796,36, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1940,07, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 161 }]"
"{ codigo = 07546, nombre = PEPAS TEREPIN x360g SURTIDAS, descripcion = PEPAS TEREPIN x360g SURTIDAS, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07546;"PEPAS TEREPIN x360g SURTIDAS";"PEPAS TEREPIN x360g SURTIDAS";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 883,16, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 953,81, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 2 }]"
"{ codigo = 07549, nombre = PEZ PLAYMOBIL xU, descripcion = PEZ PLAYMOBIL xU, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07549;"PEZ PLAYMOBIL xU";"PEZ PLAYMOBIL xU";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2774,04, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2995,97, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 19 }]"
"{ codigo = 07550, nombre = HARIBO x80g GOLDBEARS, descripcion = HARIBO x80g GOLDBEARS, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07550;"HARIBO x80g GOLDBEARS";"HARIBO x80g GOLDBEARS";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1856,92, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2005,47, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 47 }]"
"{ codigo = 07551, nombre = PEZ GABBYS DOLLHOUSE xU, descripcion = PEZ GABBYS DOLLHOUSE xU, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07551;"PEZ GABBYS DOLLHOUSE xU";"PEZ GABBYS DOLLHOUSE xU";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2774,04, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2995,97, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 19 }]"
"{ codigo = 07552, nombre = PEZ MINECRAFT xU, descripcion = PEZ MINECRAFT xU, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07552;"PEZ MINECRAFT xU";"PEZ MINECRAFT xU";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2774,04, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2995,97, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 19 }]"
"{ codigo = 07553, nombre = PELOTA BUFFYS GOL X 26 GRS, descripcion = PELOTA BUFFYS GOL X 26 GRS, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07553;"PELOTA BUFFYS GOL X 26 GRS";"PELOTA BUFFYS GOL X 26 GRS";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 370,39, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 400,02, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07554, nombre = TOSTADA RIERA LIGHT x200g, descripcion = TOSTADA RIERA LIGHT x200g, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07554;"TOSTADA RIERA LIGHT x200g";"TOSTADA RIERA LIGHT x200g";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 642,33, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 693,71, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07555, nombre = BOLSA CHICLE EMOTIBOLA SURT. x470g GAM, descripcion = BOLSA CHICLE EMOTIBOLA SURT. x470g GAM, categoria_id = , categoria_nombre = , precio = 0, stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07555;"BOLSA CHICLE EMOTIBOLA SURT. x470g GAM";"BOLSA CHICLE EMOTIBOLA SURT. x470g GAM";"";"";0;0;True;True;"";7;"";2025-08-15;2025-08-15;"";[];"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07559, nombre = XXL GUMMI ZONE BURGUER x18u, descripcion = XXL GUMMI ZONE BURGUER x18u, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07559;"XXL GUMMI ZONE BURGUER x18u";"XXL GUMMI ZONE BURGUER x18u";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 10318,57, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 11144,06, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 8 }]"
"{ codigo = 07566, nombre = BOLSA CHICLE EYES BALL SURT. x470g GAM, descripcion = BOLSA CHICLE EYES BALL SURT. x470g GAM, categoria_id = , categoria_nombre = , precio = 0, stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07566;"BOLSA CHICLE EYES BALL SURT. x470g GAM";"BOLSA CHICLE EYES BALL SURT. x470g GAM";"";"";0;0;True;True;"";7;"";2025-08-15;2025-08-15;"";[];"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07568, nombre = PAST. BULL DOG MAND/UVA x12u MIX, descripcion = PAST. BULL DOG MAND/UVA x12u MIX, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07568;"PAST. BULL DOG MAND/UVA x12u MIX";"PAST. BULL DOG MAND/UVA x12u MIX";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2740,59, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2959,84, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 4 }]"
"{ codigo = 07569, nombre = CATY HOUSE xU, descripcion = CATY HOUSE xU, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07569;"CATY HOUSE xU";"CATY HOUSE xU";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1533,33, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1655,99, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 119 }]"
"{ codigo = 07570, nombre = PAST. BULL DOG TUTTI/LIMON x12u MIX, descripcion = PAST. BULL DOG TUTTI/LIMON x12u MIX, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07570;"PAST. BULL DOG TUTTI/LIMON x12u MIX";"PAST. BULL DOG TUTTI/LIMON x12u MIX";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2740,59, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2959,84, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 18 }]"
"{ codigo = 07599, nombre = CUBANITO ARCHOK ALMENDRA x12u, descripcion = CUBANITO ARCHOK ALMENDRA x12u, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07599;"CUBANITO ARCHOK ALMENDRA x12u";"CUBANITO ARCHOK ALMENDRA x12u";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 6577,14, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 6908,43, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 11 }]"
"{ codigo = 07600, nombre = CHOCOFAN BLACK x37g, descripcion = CHOCOFAN BLACK x37g, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07600;"CHOCOFAN BLACK x37g";"CHOCOFAN BLACK x37g";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 68,13, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 73,58, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07607, nombre = CINTAS FRUTILLA ACIDAS x1.350 KG POTE, descripcion = CINTAS FRUTILLA ACIDAS x1.350 KG POTE, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07607;"CINTAS FRUTILLA ACIDAS x1.350 KG POTE";"CINTAS FRUTILLA ACIDAS x1.350 KG POTE";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 7050,73, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 7614,79, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07608, nombre = STICKS FTLLA ACIDA COLORIDA x1.350 KG, descripcion = STICKS FTLLA ACIDA COLORIDA x1.350 KG, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07608;"STICKS FTLLA ACIDA COLORIDA x1.350 KG";"STICKS FTLLA ACIDA COLORIDA x1.350 KG";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 7050,73, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 7614,79, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07609, nombre = STICK FRUTILLA ACIDA x1.350 KG POTE, descripcion = STICK FRUTILLA ACIDA x1.350 KG POTE, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07609;"STICK FRUTILLA ACIDA x1.350 KG POTE";"STICK FRUTILLA ACIDA x1.350 KG POTE";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 7050,73, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 7614,79, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07611, nombre = GONGYS TRENZA x200g, descripcion = GONGYS TRENZA x200g, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07611;"GONGYS TRENZA x200g";"GONGYS TRENZA x200g";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 1323,04, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 1428,89, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 13 }]"
"{ codigo = 07612, nombre = PINITO TRICOLOR x10u MANDUVI, descripcion = PINITO TRICOLOR x10u MANDUVI, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07612;"PINITO TRICOLOR x10u MANDUVI";"PINITO TRICOLOR x10u MANDUVI";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 2225,57, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 2403,61, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 120 }]"
"{ codigo = 07619, nombre = CHOCOFAN CHOCOLATE x37g, descripcion = CHOCOFAN CHOCOLATE x37g, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07619;"CHOCOFAN CHOCOLATE x37g";"CHOCOFAN CHOCOLATE x37g";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 68,13, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 73,58, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
"{ codigo = 07630, nombre = CINTAS FRUTILLA COLOR ACIDAS x1.350 KG POTE, descripcion = CINTAS FRUTILLA COLOR ACIDAS x1.350 KG POTE, categoria_id = , categoria_nombre = , precio = , stock = 0, activo = True, visible_catalogo = True, grupo1 = , grupo2 = 7, grupo3 = , fecha_alta = 2025-08-15, fecha_modi = 2025-08-15, codigo_ubicacion = , listas_precios = <>f__AnonymousType4`3[System.Int32,System.Decimal,System.String][], porcentaje = , stocks_por_empresa = <>f__AnonymousType5`2[System.Int32,System.Decimal][] }";07630;"CINTAS FRUTILLA COLOR ACIDAS x1.350 KG POTE";"CINTAS FRUTILLA COLOR ACIDAS x1.350 KG POTE";"";"";"";0;True;True;"";7;"";2025-08-15;2025-08-15;"";"[{ ListaId = 2, Precio = 7050,73, Fecha = 2025-08-15 }, { ListaId = 4, Precio = 7614,79, Fecha = 2025-08-15 }]";"";"[{ empresa_id = 1, stock = 0 }]"
